r(A) ,   X_ray-calc  ,   X_ray_exp_renorm
   4.56000000000000       ,   0.668740606113401       ,   0.722309469600689     
   4.57000000000000       ,   0.450330921434392       ,   0.486329951250405     
   4.58000000000000       ,   0.249479247959191       ,   0.268592697855456     
   4.59000000000000       ,   6.538779017562341E-002  ,   6.837723485386331E-002
   4.60000000000000       ,  -0.103498419284251       ,  -0.115849877276022     
   4.61000000000000       ,  -0.259330074839686       ,  -0.286267118100693     
   4.62000000000000       ,  -0.404666027949918       ,  -0.445500682964428     
   4.63000000000000       ,  -0.542271791822660       ,  -0.596410808689358     
   4.64000000000000       ,  -0.674916958754115       ,  -0.741875595228035     
   4.65000000000000       ,  -0.805184166511375       ,  -0.884586047812534     
   4.66000000000000       ,  -0.935301230471151       ,   -1.02686504131989     
   4.67000000000000       ,   -1.06700629616345       ,   -1.17052106186548     
   4.68000000000000       ,   -1.20145348726132       ,   -1.31674504257076     
   4.69000000000000       ,   -1.33916369191866       ,   -1.46605555911926     
   4.70000000000000       ,   -1.48002203940077       ,   -1.61829429725121     
   4.71000000000000       ,   -1.62332047828138       ,   -1.77267027827714     
   4.72000000000000       ,   -1.76784088733800       ,   -1.92784806212607     
   4.73000000000000       ,   -1.91197152786714       ,   -2.08207225926418     
   4.74000000000000       ,   -2.05384755244770       ,   -2.23331836388913     
   4.75000000000000       ,   -2.19150485372282       ,   -2.37945832126076     
   4.76000000000000       ,   -2.32303585498511       ,   -2.51842846146548     
   4.77000000000000       ,   -2.44673594820427       ,   -2.64838751312691     
   4.78000000000000       ,   -2.56123015726662       ,   -2.76785333724943     
   4.79000000000000       ,   -2.66557117569243       ,   -2.87580871982776     
   4.80000000000000       ,   -2.75930208373542       ,   -2.97176890665662     
   4.81000000000000       ,   -2.84247963633406       ,   -3.05580638689938     
   4.82000000000000       ,   -2.91565685043842       ,   -3.12853153468184     
   4.83000000000000       ,   -2.97982651261965       ,   -3.19103088470005     
   4.84000000000000       ,   -3.03632997901361       ,   -3.24476783102124     
   4.85000000000000       ,   -3.08673806484023       ,   -3.29145319320984     
   4.86000000000000       ,   -3.13271275938170       ,   -3.33289521251704     
   4.87000000000000       ,   -3.17585982841265       ,   -3.37083998340557     
   4.88000000000000       ,   -3.21758299629183       ,   -3.40681399981015     
   4.89000000000000       ,   -3.25895029853017       ,   -3.44198036201053     
   4.90000000000000       ,   -3.30058237632046       ,   -3.47701926464653     
   4.91000000000000       ,   -3.34257100871919       ,   -3.51204173837855     
   4.92000000000000       ,   -3.38443415038482       ,   -3.54654336408994     
   4.93000000000000       ,   -3.42511130287492       ,   -3.57940197586018     
   4.94000000000000       ,   -3.46300036091226       ,   -3.60892040206930     
   4.95000000000000       ,   -3.49603432131153       ,   -3.63291226329617     
   4.96000000000000       ,   -3.52179360296255       ,   -3.64882595334134     
   4.97000000000000       ,   -3.53764737284313       ,   -3.65389936617047     
   4.98000000000000       ,   -3.54091535565548       ,   -3.64533586293538     
   4.99000000000000       ,   -3.52904024267795       ,   -3.62049053052303     
   5.00000000000000       ,   -3.49976008998936       ,   -3.57705505412825     
   5.01000000000000       ,   -3.45127004578440       ,   -3.51322955062619     
   5.02000000000000       ,   -3.38236336504936       ,   -3.42787047642893     
   5.03000000000000       ,   -3.29254290829947       ,   -3.32060517399258     
   5.04000000000000       ,   -3.18209609134073       ,   -3.19190565256629     
   5.05000000000000       ,   -3.05212843478963       ,   -3.04311667263044     
   5.06000000000000       ,   -2.90455331141074       ,   -2.87643595530783     
   5.07000000000000       ,   -2.74203804864525       ,   -2.69484718891879     
   5.08000000000000       ,   -2.56790905245368       ,   -2.50200927353963     
   5.09000000000000       ,   -2.38602092381464       ,   -2.30210775937228     
   5.10000000000000       ,   -2.20059650526300       ,   -2.09967654516501     
   5.11000000000000       ,   -2.01604631170020       ,   -1.89939948820666     
   5.12000000000000       ,   -1.83677678931347       ,   -1.70590255414574     
   5.13000000000000       ,   -1.66699726670552       ,   -1.52354746125765     
   5.14000000000000       ,   -1.51053530857843       ,   -1.35623745103219     
   5.15000000000000       ,   -1.37066948615397       ,   -1.20724488782922     
   5.16000000000000       ,   -1.24998740435821       ,   -1.07906893483005     
   5.17000000000000       ,   -1.15027526525653       ,  -0.973329682123182     
   5.18000000000000       ,   -1.07244341188677       ,  -0.890702948056111     
   5.19000000000000       ,   -1.01649030978511       ,  -0.830897681791605     
   5.20000000000000       ,  -0.981505411375153       ,  -0.792675610226175     
   5.21000000000000       ,  -0.965709431635985       ,  -0.773910635041278     
   5.22000000000000       ,  -0.966528849322273       ,  -0.771683617689369     
   5.23000000000000       ,  -0.980700023825358       ,  -0.782406689137270     
   5.24000000000000       ,   -1.00439724618764       ,  -0.801970154838748     
   5.25000000000000       ,   -1.03337835894172       ,  -0.825904468262103     
   5.26000000000000       ,   -1.06314129022897       ,  -0.849549619219547     
   5.27000000000000       ,   -1.08908493305442       ,  -0.868224595175294     
   5.28000000000000       ,   -1.10666821688718       ,  -0.877390265687453     
   5.29000000000000       ,   -1.11156190358835       ,  -0.872800031170747     
   5.30000000000000       ,   -1.09978851739279       ,  -0.850633771444426     
   5.31000000000000       ,   -1.06784680762661       ,  -0.807611924424717     
   5.32000000000000       ,   -1.01281816165497       ,  -0.741087819519166     
   5.33000000000000       ,  -0.932453359620835       ,  -0.649117591449622     
   5.34000000000000       ,  -0.825238929462489       ,  -0.530508031651577     
   5.35000000000000       ,  -0.690443074515624       ,  -0.384843540085913     
   5.36000000000000       ,  -0.528141679827721       ,  -0.212493888281339     
   5.37000000000000       ,  -0.339225250288975       ,  -1.460478796045368E-002
   5.38000000000000       ,  -0.125387806237013       ,   0.206926703671809     
   5.39000000000000       ,   0.110901210371822       ,   0.449490081781862     
   5.40000000000000       ,   0.366441041374839       ,   0.709811056928425     
   5.41000000000000       ,   0.637358878691854       ,   0.984011851276297     
   5.42000000000000       ,   0.919183566105359       ,    1.26768141353375     
   5.43000000000000       ,    1.20693308354086       ,    1.55595519698572     
   5.44000000000000       ,    1.49521513707353       ,    1.84360438363012     
   5.45000000000000       ,    1.77834002701725       ,    2.12513450861306     
   5.46000000000000       ,    2.05044467329969       ,    2.39489331437733     
   5.47000000000000       ,    2.30562624436187       ,    2.64718733613523     
   5.48000000000000       ,    2.53808328357518       ,    2.87640620480960     
   5.49000000000000       ,    2.74226159300395       ,    3.07715298720502     
   5.50000000000000       ,    2.91300146970296       ,    3.24437812119383     
   5.51000000000000       ,    3.04568225608249       ,    3.37351371554922     
   5.52000000000000       ,    3.13635962960257       ,    3.46060424753946     
   5.53000000000000       ,    3.18189068384496       ,    3.50242908616881     
   5.54000000000000       ,    3.18004170197622       ,    3.49661186967983     
   5.55000000000000       ,    3.12957364180154       ,    3.44171163569272     
   5.56000000000000       ,    3.03030076923287       ,    3.33729078680043     
   5.57000000000000       ,    2.88311860383003       ,    3.18395549717688     
   5.58000000000000       ,    2.68999836331871       ,    2.98336502538027     
   5.59000000000000       ,    2.45394637779502       ,    2.73820756748385     
   5.60000000000000       ,    2.17892843107658       ,    2.45214171010408     
   5.61000000000000       ,    1.86976059996234       ,    2.12970414953194     
   5.62000000000000       ,    1.53196981135752       ,    1.77618603788707     
   5.63000000000000       ,    1.17162892312720       ,    1.39748199514684     
   5.64000000000000       ,   0.795172556047485       ,   0.999917377590623     
   5.65000000000000       ,   0.409201065251570       ,   0.590060712269482     
   5.66000000000000       ,   2.028085594061232E-002  ,   0.174529197945638     
   5.67000000000000       ,  -0.365250346184726       ,  -0.240204242210735     
   5.68000000000000       ,  -0.741464707006313       ,  -0.647993745897500     
   5.69000000000000       ,   -1.10300393251497       ,   -1.04318488506717     
   5.70000000000000       ,   -1.44521027999297       ,   -1.42075321794248     
   5.71000000000000       ,   -1.76422324341931       ,   -1.77641089370471     
   5.72000000000000       ,   -2.05703795339467       ,   -2.10667684399107     
   5.73000000000000       ,   -2.32152331090531       ,   -2.40890803945128     
   5.74000000000000       ,   -2.55639999251105       ,   -2.68129140481481     
   5.75000000000000       ,   -2.76118059979011       ,   -2.92279814599570     
   5.76000000000000       ,   -2.93607625222410       ,   -3.13310431628962     
   5.77000000000000       ,   -3.08187571864310       ,   -3.31248330763525     
   5.78000000000000       ,   -3.19980463852371       ,   -3.46167748093739     
   5.79000000000000       ,   -3.29137341078683       ,   -3.58175724983087     
   5.80000000000000       ,   -3.35822285947113       ,   -3.67397653428529     
   5.81000000000000       ,   -3.40197678759374       ,   -3.73963356427594     
   5.82000000000000       ,   -3.42410999962695       ,   -3.77994553324563     
   5.83000000000000       ,   -3.42583933890824       ,   -3.79594460445800     
   5.84000000000000       ,   -3.40804380952244       ,   -3.78840132149084     
   5.85000000000000       ,   -3.37121802067375       ,   -3.75777965684305     
   5.86000000000000       ,   -3.31546111518881       ,   -3.70422586295027     
   5.87000000000000       ,   -3.24050114762083       ,   -3.62759109684402     
   5.88000000000000       ,   -3.14575269391307       ,   -3.52748561001449     
   5.89000000000000       ,   -3.03040343533151       ,   -3.40336026449981     
   5.90000000000000       ,   -2.89352368696924       ,   -3.25460938090294     
   5.91000000000000       ,   -2.73419144152054       ,   -3.08068755231506     
   5.92000000000000       ,   -2.55162455505842       ,   -2.88123215386712     
   5.93000000000000       ,   -2.34531126792460       ,   -2.65618289497959     
   5.94000000000000       ,   -2.11513035389563       ,   -2.40588992149303     
   5.95000000000000       ,   -1.86145281529519       ,   -2.13120266482316     
   5.96000000000000       ,   -1.58521814971224       ,   -1.83353280919746     
   5.97000000000000       ,   -1.28797973557921       ,   -1.51488633024029     
   5.98000000000000       ,  -0.971915724864569       ,   -1.17786144834434     
   5.99000000000000       ,  -0.639803879095068       ,  -0.825611419998677     
   6.00000000000000       ,  -0.294960916266376       ,  -0.461773230745613     
   6.01000000000000       ,   5.885097606002902E-002  ,  -9.036532376280081E-002
   6.02000000000000       ,   0.417545884647804       ,   0.284340626657084     
   6.03000000000000       ,   0.776857950135057       ,   0.657967318295203     
   6.04000000000000       ,    1.13249968594445       ,    1.02619104996631     
   6.05000000000000       ,    1.48032650375436       ,    1.38490411440722     
   6.06000000000000       ,    1.81649875637357       ,    1.73037167938923     
   6.07000000000000       ,    2.13763274514232       ,    2.05937476927849     
   6.08000000000000       ,    2.44093275116102       ,    2.36933172327969     
   6.09000000000000       ,    2.72429719348125       ,    2.65839169289100     
   6.10000000000000       ,    2.98639342454823       ,    2.92549527185172     
   6.11000000000000       ,    3.22669735600343       ,    3.17039913069883     
   6.12000000000000       ,    3.44549596531764       ,    3.39366344652510     
   6.13000000000000       ,    3.64385265750080       ,    3.59660286319553     
   6.14000000000000       ,    3.82353733790134       ,    3.78120357681410     
   6.15000000000000       ,    3.98692478961031       ,    3.95001081321287     
   6.16000000000000       ,    4.13686645200175       ,    4.10599236109433     
   6.17000000000000       ,    4.27654189216056       ,    4.25238487826629     
   6.18000000000000       ,    4.40929709561717       ,    4.39253035423477     
   6.19000000000000       ,    4.53847714693453       ,    4.52971037006704     
   6.20000000000000       ,    4.66726091776430       ,    4.66698565054105     
   6.21000000000000       ,    4.79850504617995       ,    4.80704788212451     
   6.22000000000000       ,    4.93460381312648       ,    4.95208992164526     
   6.23000000000000       ,    5.07737055364340       ,    5.10369940930611     
   6.24000000000000       ,    5.22794504908334       ,    5.26277950201813     
   6.25000000000000       ,    5.38673000706239       ,    5.42949904090819     
   6.26000000000000       ,    5.55335832675505       ,    5.60327304281400     
   6.27000000000000       ,    5.72669144512319       ,    5.78277303742368     
   6.28000000000000       ,    5.90484773531221       ,    5.96596552797934     
   6.29000000000000       ,    6.08525874238905       ,    6.15017578975277     
   6.30000000000000       ,    6.26475004164990       ,    6.33217337694729     
   6.31000000000000       ,    6.43964272406479       ,    6.50827510861827     
   6.32000000000000       ,    6.60587096985137       ,    6.67446095409051     
   6.33000000000000       ,    6.75911086745494       ,    6.82649812885733     
   6.34000000000000       ,    6.89491556041265       ,    6.96006882006978     
   6.35000000000000       ,    7.00885193617662       ,    7.07089725271194     
   6.36000000000000       ,    7.09663437757639       ,    7.15487224234750     
   6.37000000000000       ,    7.15425154206435       ,    7.20816191325174     
   6.38000000000000       ,    7.17808267646595       ,    7.22731784719191     
   6.39000000000000       ,    7.16500057637061       ,    7.20936652683584     
   6.40000000000000       ,    7.11245892341546       ,    7.15188651363066     
   6.41000000000000       ,    7.01856234969041       ,    7.05307032603201     
   6.42000000000000       ,    6.88211816226718       ,    6.91177044252743     
   6.43000000000000       ,    6.70266919589241       ,    6.72752923693134     
   6.44000000000000       ,    6.48050773921494       ,    6.50059296188897     
   6.45000000000000       ,    6.21667089747742       ,    6.23191013904400     
   6.46000000000000       ,    5.91291811602985       ,    5.92311490526127     
